city,state,pickup_count,delivery_count,latitude,longitude
Duluth,GA,16,15,34.0053,-84.1492
Duluth,MN,1,2,46.7756,-92.1393
Dumas,AR,1,0,33.8834,-91.4857
Dumfries,VA,1,0,38.567,-77.3233
Dunbar,WV,5,3,38.3688,-81.7345
Duncan,SC,425,98,34.9342,-82.1443
Duncansville,PA,1,7,40.4263,-78.4303
Dundalk,MD,12,2,39.2704,-76.4942
Dundee,FL,1,2,28.0115,-81.5995
Dundee,MI,4,7,41.9642,-83.6636
Dundee,NY,1,1,42.5236,-76.9775
Dundee,OH,0,2,40.5868,-81.6069
Dunkirk,IN,14,0,40.3741,-85.2076
Dunkirk,NY,34,18,42.4801,-79.3324
Dunlap,TN,4,6,35.3675,-85.3899
Dunmore,PA,163,16,41.4152,-75.6072
Dunn,NC,23,167,35.3114,-78.6129
Dunwoody,GA,0,2,33.9418,-84.3122
Dupo,IL,0,2,38.5146,-90.2168
Dupont,PA,1,14,41.3238,-75.7419
Duquesne,PA,9,15,40.3732,-79.8502
Durand,MI,0,2,42.9127,-83.989
Durand,WI,1,0,44.627,-91.9607
Durant,OK,1,0,33.9949,-96.3923
Durham,NC,86,702,35.9792,-78.9022
Duryea,PA,0,1,41.3533,-75.7757
Dyer,TN,1,0,36.071,-88.9921
Dyersburg,TN,9,15,36.0465,-89.3777
Dyersville,IA,1,0,42.4818,-91.1178
ELLISVILLE,MS,1,0,31.5969,-89.2091
ELLSWORTH,ME,0,1,44.5847,-68.4875
Eagan,MN,5,5,44.817,-93.1638
Eagle Lake,TX,1,0,29.5879,-96.3282
Eagle Pass,TX,0,1,28.7125,-100.484
Eagleville,MO,0,1,40.4685,-93.9862
Eagleville,PA,0,1,40.1599,-75.4089
Eagleville,TN,1,0,35.7391,-86.6528
Earlville,IL,1,0,41.588,-88.9229
Earlville,NY,0,1,42.7401,-75.5436
Easley,SC,9,47,34.8188,-82.5827
East Alton,IL,5,3,38.884,-90.1074
East Aurora,NY,0,1,42.7667,-78.6172
East Bend,NC,0,1,36.2178,-80.5085
East Berlin,PA,5,1,39.9368,-76.9793
East Bernstadt,KY,1,0,37.1923,-84.1209
East Butler,PA,5,1,40.8788,-79.8473
East Canton,OH,2,1,40.7889,-81.285
East Chicago,IN,2,2,41.6469,-87.4545
East Dublin,GA,0,2,32.5468,-82.8675
East Flat Rock,NC,9,5,35.2802,-82.4171
East Greenville,PA,3,1,40.4057,-75.5059
East Jordan,MI,2,0,45.1547,-85.13
East Lansing,MI,1,0,42.748,-84.4836
East Liberty,OH,0,2,40.3339,-83.585
East Liverpool,OH,5,1,40.6333,-80.5677
East Meadow,NY,1,0,40.7197,-73.5604
East Moline,IL,2,0,41.5199,-90.3879
East New Market,MD,0,3,38.597,-75.9232
East Orange,NJ,0,2,40.7651,-74.2117
East Palatka,FL,0,1,29.6502,-81.5997
East Palestine,OH,15,2,40.8392,-80.5467
East Peoria,IL,4,13,40.6736,-89.5419
East Pittsburgh,PA,2,0,40.3969,-79.8382
East Point,GA,11,7,33.6696,-84.4701
East Providence,RI,0,5,41.8065,-71.3565
East Rochester,NY,0,2,43.1122,-77.4869
East Rutherford,NJ,8,8,40.8179,-74.0854
East Sparta,OH,1,0,40.6635,-81.3643
East Spencer,NC,2,2,35.6816,-80.4228
East St. Louis,IL,1,1,38.6155,-90.1304
East Stroudsburg,PA,4,7,41.0023,-75.1779
East Syracuse,NY,20,20,43.0638,-76.0698
East Troy,WI,1,0,42.7846,-88.3973
East York,PA,3,2,39.9687,-76.6755
Eastlake,OH,0,1,41.6581,-81.4322
Eastman,GA,2,2,32.1973,-83.1714
Easton,MD,2,19,38.776,-76.0701
Easton,PA,43,95,40.6858,-75.2209
Eastover,SC,84,5,33.8779,-80.6949
Eastport,ME,1,0,44.9137,-67.0183
Eastport,NY,0,1,40.8402,-72.7285
Eaton,IN,29,0,40.3218,-85.3591
Eaton,OH,5,4,39.7506,-84.6342
Eatonton,GA,2,0,33.3258,-83.3886
Eatontown,NJ,7,6,40.2913,-74.0558
Eau Claire,WI,1,4,44.8197,-91.4948
Ebensburg,PA,1,15,40.4884,-78.7264
Echo,OR,1,0,45.7431,-119.1917
Eclectic,AL,1,1,32.6387,-86.0387
Ecorse,MI,0,4,42.2489,-83.1399
Ecru,MS,2,4,34.355,-89.0222
Eddystone,PA,4,6,39.8566,-75.3342
Eddyville,KY,3,0,37.0759,-88.077
Eden,NC,11,24,36.5027,-79.7412
Eden Prairie,MN,1,29,44.8488,-93.4595
Edenton,NC,44,26,36.0579,-76.6008
Edgefield,SC,3,10,33.787,-81.9291
Edgemere,MD,34,14,39.2273,-76.459
Edgemoor,DE,1,0,39.7547,-75.5069
Edgerton,KS,16,1,38.7717,-94.9706
Edgerton,MN,0,1,43.8753,-96.1305
Edgerton,OH,2,5,41.4493,-84.75
Edgerton,WI,0,1,42.8385,-89.0699
Edgewater,FL,0,2,28.9594,-80.9406
Edgewater,NJ,0,1,40.8237,-73.974
Edgewood,MD,5,1,39.419,-76.2964
Edinboro,PA,0,1,41.8762,-80.1247
Edinburg,VA,3,0,38.8235,-78.5634
Edinburgh,IN,23,2,39.3509,-85.9625
Edwardsburg,MI,9,3,41.7965,-86.0836
Edwardsville,IL,37,126,38.7922,-89.9874
Edwardsville,KS,2,1,39.0765,-94.8166
Effingham,IL,11,4,39.1205,-88.5509
Ehrhardt,SC,1,0,33.0985,-81.0138
Eighty Four,PA,16,16,40.1777,-80.1303
El Campo,TX,0,1,29.2,-96.2723
El Dorado,AR,0,3,33.2184,-92.664
El Mirage,AZ,0,1,33.5905,-112.3271
El Paso,TX,1,6,31.8476,-106.43
Elberfeld,IN,1,1,38.1617,-87.4482
Elberton,GA,1,2,34.1063,-82.8705
Eldersburg,MD,46,3,39.4041,-76.9528
Eldorado,IL,2,2,37.8114,-88.4415
Eleanor,WV,0,1,38.5371,-81.9254
Elgin,IL,2,3,42.0383,-88.324
Elgin,SC,16,57,34.6724,-80.7215
Elida,OH,1,0,40.7867,-84.1995
Elizabeth,NJ,159,77,40.6658,-74.1913
Elizabeth,PA,12,1,40.2715,-79.8872
Elizabeth City,NC,3,35,36.2942,-76.236
Elizabethton,TN,9,10,36.3367,-82.237
Elizabethtown,KY,28,44,37.7031,-85.8773
Elizabethtown,NC,11,20,34.6219,-78.6074
Elizabethtown,PA,20,21,40.1533,-76.599
Elizabethville,PA,1,2,40.5472,-76.816
Elk Grove Village,IL,7,4,42.0064,-87.9921
Elk Park,NC,0,1,36.1582,-81.9808
Elk Rapids,MI,3,1,44.8949,-85.4053
Elk River,MN,4,1,45.3314,-93.567
Elkhart,IN,61,62,41.6916,-85.9627
Elkin,NC,11,29,36.2621,-80.8443
Elkins,WV,4,12,38.9237,-79.8541
Elkland,PA,3,0,41.989,-77.314
Elkridge,MD,43,30,39.1941,-76.7428
Elkton,KY,2,14,36.8134,-87.161
Elkton,MD,29,40,39.6066,-75.8209
Elkton,MI,1,1,43.8183,-83.1809
Elkton,VA,52,5,38.4106,-78.6161
Ellaville,GA,0,1,32.238,-84.3089
Ellenboro,NC,1,4,35.3309,-81.7612
Ellenboro,WV,0,5,39.2678,-81.0551
Ellerbe,NC,1,1,35.0718,-79.7595
Ellettsville,IN,0,1,39.2322,-86.6232
Ellijay,GA,3,2,34.6914,-84.4839
Elliston,VA,1,1,37.2164,-80.2245
Elloree,SC,8,59,33.5301,-80.5712
Ellsinore,MO,2,0,36.9328,-90.7477
Ellwood City,PA,8,2,40.8619,-80.2829
Elm City,NC,4,4,35.8044,-77.8561
Elmer,NJ,0,3,39.5919,-75.174
Elmira,NY,6,17,42.0938,-76.8097
Elmira Heights,NY,9,0,42.1267,-76.8254
Elmore,OH,0,10,41.4708,-83.2911
Elmsford,NY,10,26,41.0541,-73.8143
Elmwood,LA,0,1,29.9554,-90.1879
Elmwood Park,NJ,44,13,40.9049,-74.1201
Elverson,PA,0,6,40.1559,-75.8304
Elwood,IL,12,1,41.4118,-88.1345
Elwood,IN,8,4,40.2738,-85.8374
Elwood,KS,1,0,39.7519,-94.889
Elyria,OH,49,52,41.376,-82.106
Elysburg,PA,3,10,40.868,-76.5492
Emerson,AR,1,0,33.0973,-93.196
Emerson,NJ,0,2,40.9748,-74.024
Emigsville,PA,5,1,40.0077,-76.7303
Eminence,KY,11,48,38.3637,-85.1779
Emmaus,PA,1,0,40.5352,-75.4978
Emmitsburg,MD,0,1,39.7051,-77.3217
Emory,TX,0,1,32.8766,-95.7677
Emporia,VA,11,4,36.6953,-77.5356
Emporium,PA,5,0,41.5102,-78.2362
Emsworth,PA,0,1,40.5112,-80.0966
Endeavor,WI,1,0,43.7146,-89.4684
Endicott,NY,6,7,42.098,-76.0639
Endwell,NY,0,1,42.1184,-76.0219
Enfield,NC,13,22,36.18,-77.669
Englewood,NJ,14,5,40.8917,-73.9736
Englewood,OH,2,0,39.8643,-84.307
Englishtown,NJ,2,2,40.2971,-74.3607
Ennis,TX,4,0,32.3254,-96.6347
Enon Valley,PA,0,2,40.8559,-80.4565
Enoree,SC,5,0,34.6593,-81.9609
Enterprise,AL,1,1,31.3275,-85.8463
Ephrata,PA,13,19,40.1811,-76.1812
Erie,PA,86,39,42.1167,-80.0733
Erlanger,KY,49,112,39.0109,-84.5864
Erwin,NC,2,1,35.3226,-78.6733
Erwin,TN,0,3,36.1456,-82.4115
Essex,MD,31,11,39.3021,-76.4449
Essex Junction,VT,6,10,44.4902,-73.1141
Estherville,IA,1,0,43.3997,-94.8342
Estill,SC,7,2,32.7538,-81.2412
Etna,OH,8,8,39.9544,-82.6878
Etna Green,IN,1,0,41.2756,-86.0459
Etowah,NC,1,0,35.3061,-82.5902
Etowah,TN,2,1,35.3381,-84.5282
Eubank,KY,1,1,37.2799,-84.6541
Euclid,OH,26,6,41.5903,-81.5188
Eufaula,AL,3,1,31.9102,-85.1505
Euless,TX,1,1,32.8508,-97.08
Eustis,FL,0,1,28.8563,-81.6771
Eutaw,AL,1,0,32.8436,-87.8986
Evans,GA,1,6,33.5619,-82.1351
Evans City,PA,4,2,40.7685,-80.0583
Evans Mills,NY,0,1,44.087,-75.8078
Evansville,IN,216,89,37.9881,-87.5341
Evart,MI,1,0,43.9003,-85.2751
Everett,MA,2,17,42.4064,-71.0545
Everett,PA,4,0,40.0132,-78.3666
Everetts,NC,1,9,35.8346,-77.1721
Evergreen,AL,2,0,31.4342,-86.9723
Evergreen,NC,0,1,34.4149,-78.9114
Everson,PA,5,0,40.0907,-79.5871
Ewing,KY,0,1,38.4278,-83.8619
Excelsior Springs,MO,3,0,39.339,-94.24
Exeter,MO,0,1,36.6707,-93.9399
Exeter,PA,4,5,41.3337,-75.8213
Exmore,VA,1,3,37.5295,-75.8283
Export,PA,2,2,40.417,-79.6232
Exton,PA,18,15,40.0307,-75.6303
Fair Bluff,NC,5,0,34.3126,-79.0333
Fair Lawn,NJ,15,5,40.9359,-74.1177
Fair Play,SC,1,1,34.5077,-82.9862
Fairbanks,IN,0,4,39.2195,-87.5222
Fairborn,OH,0,8,39.801,-84.0094
Fairburn,GA,58,41,33.5496,-84.5914
Fairfax,IA,0,1,41.9283,-91.7791
Fairfax,SC,11,2,32.9594,-81.2363
Fairfax,VA,6,38,38.8531,-77.2997
Fairfield,AL,2,3,33.4747,-86.9194
Fairfield,OH,38,147,39.3301,-84.5409
Fairfield,PA,0,2,39.7891,-77.3698
Fairland,IN,4,0,39.5849,-85.8627
Fairless Hills,PA,52,28,40.1783,-74.8524
Fairmont,MN,0,1,43.6441,-94.4621
Fairmont,NC,10,2,34.4947,-79.1136
Fairmont,WV,7,35,39.4768,-80.1491
Fairmont City,IL,2,0,38.6504,-90.1024
Fairmount,GA,13,1,34.4383,-84.6998
Fairport,NY,7,3,43.099,-77.4427
Fairview,NC,0,1,35.1545,-80.5345
Fairview,NJ,3,3,40.8182,-74.0022
Fairview,PA,5,31,41.0156,-79.7433
Fairview,TN,0,1,35.9815,-87.1291
Fairview,WV,1,0,39.5927,-80.2469
Fairview Heights,IL,0,1,38.5974,-90.0053
Faison,NC,3,8,35.1164,-78.136
Falconer,NY,4,5,42.1191,-79.1969
Fall River,MA,6,8,41.7136,-71.1015
Fall River,WI,1,0,43.3856,-89.0455
Falls Church,VA,0,4,38.8847,-77.1751
Fallston,MD,1,0,39.5332,-76.4452
Falmouth,VA,0,3,38.3319,-77.4655
Fancy Gap,VA,2,3,36.6771,-80.6997
Fargo,ND,0,1,46.8651,-96.8292
Faribault,MN,2,0,44.2996,-93.2789
Farmers Branch,TX,2,0,32.9272,-96.8804
Farmersburg,IN,2,1,39.2525,-87.3807
Farmingdale,NJ,7,14,40.1985,-74.1702
Farmingdale,NY,1,6,40.7328,-73.4468
Farmington,MO,1,1,37.7822,-90.4282
Farmington,WV,2,0,39.5119,-80.2515
Farmington Hills,MI,2,2,42.486,-83.3771
Farmville,NC,15,40,35.5951,-77.5907
Farmville,VA,2,5,37.2959,-78.4002
Farragut,TN,0,1,35.8731,-84.1821
Farrell,PA,1,0,41.2112,-80.4971
Fayette,OH,1,2,41.6727,-84.3284
Fayetteville,AR,2,3,36.0714,-94.1661
Fayetteville,GA,1,1,33.4501,-84.471
Fayetteville,NC,303,259,35.085,-78.9772
Fayetteville,PA,0,1,39.9114,-77.5652
Fayetteville,TN,9,4,35.149,-86.5634
Federalsburg,MD,13,27,38.6929,-75.7727
Felton,DE,1,3,39.0127,-75.5765
Fenton,MI,0,7,42.7994,-83.7144
Fenton,MO,4,1,38.5279,-90.4488
Ferdinand,IN,7,1,38.227,-86.8631
Ferguson,KY,11,1,37.0632,-84.5922
Fernandina Beach,FL,10,1,30.6571,-81.4511
Ferndale,MI,2,2,42.4592,-83.1313
Fieldale,VA,11,2,36.7009,-79.9424
Fieldsboro,NJ,1,3,40.1364,-74.7315
Filer City,MI,6,0,44.2149,-86.289
Fincastle,VA,2,0,37.5006,-79.8749
Findlay,OH,91,91,41.0469,-83.6379
Finleyville,PA,0,1,40.2528,-80.002
Fishers,IN,30,23,39.9588,-85.9659
Fishersville,VA,3,6,38.105,-78.9826
Fitchburg,MA,12,5,42.5912,-71.8156
Fithian,IL,1,0,40.1143,-87.875
Fitzgerald,GA,18,35,31.7134,-83.2514
Flanders,NJ,9,5,40.8412,-74.7102
Flat Rock,IN,1,0,39.3642,-85.8317
Flat Rock,MI,3,0,42.0991,-83.2716
Flat Rock,NC,8,6,35.2678,-82.4526
Fleetwood,PA,6,4,40.4565,-75.8209
Fleming Island,FL,0,1,30.0988,-81.7124
Flemingsburg,KY,6,0,38.4236,-83.7373
Flemington,NJ,6,15,40.5087,-74.8599
Fletcher,NC,38,122,35.4316,-82.5039
Flint,MI,6,8,43.0236,-83.6921
Flora,IL,2,0,38.6688,-88.4758
Florence,AL,6,6,34.8303,-87.6655
Florence,IN,2,0,38.7837,-84.9236
Florence,KY,40,135,38.9899,-84.6471
Florence,SC,671,336,34.178,-79.7898
Florence,TX,1,0,30.8408,-97.7921
Florida,NY,2,3,41.3312,-74.3533
Florida City,FL,0,4,25.4418,-80.4685
Flovilla,GA,0,1,33.2524,-83.903
Flowery Branch,GA,9,4,34.1712,-83.9142
Flowood,MS,1,4,32.3359,-90.0802
Floyd,VA,1,2,36.9118,-80.3184
Folcroft,PA,16,13,39.8891,-75.277
Foley,AL,1,1,30.3983,-87.665
Foley,MN,0,3,45.6636,-93.9096
Folkston,GA,1,7,30.8392,-82.0073
Follansbee,WV,17,1,40.3385,-80.5975
Fond Du Lac,WI,3,0,43.7718,-88.4397
Fonda,NY,0,2,42.9536,-74.372
Ford City,PA,0,1,40.7693,-79.5327
Fords,NJ,0,1,40.5359,-74.3126
Foreman,AR,1,0,33.7198,-94.3979
Forest,MS,0,3,32.3595,-89.4761
Forest,VA,3,10,37.3728,-79.2831
Forest City,NC,37,13,35.3339,-81.8702
Forest City,PA,0,1,41.6521,-75.4691
Forest Hill,LA,1,0,31.047,-92.5258
Forest Park,GA,9,26,33.6209,-84.359
Forestville,MD,1,5,38.8518,-76.8708
Forestville,NY,0,2,42.4691,-79.1755
Forked River,NJ,0,3,39.8257,-74.1819
Forney,TX,0,1,32.744,-96.4529
Forrest City,AR,0,4,35.0135,-90.7931
Forreston,IL,1,0,42.1273,-89.5784
Forsyth,GA,2,4,33.0352,-83.939
Fort Atkinson,WI,1,2,42.9253,-88.8442
Fort Dodge,IA,4,3,42.5098,-94.1751
Fort Drum,NY,2,2,44.045,-75.7845
Fort Gibson,OK,2,0,35.7763,-95.2602
Fort Knox,KY,0,1,37.8915,-85.9636
Fort Lauderdale,FL,4,56,26.1412,-80.1464
Fort Lawn,SC,199,139,34.7003,-80.8991
Fort Lee,NJ,0,1,40.8509,-73.9713
Fort Loramie,OH,1,3,40.3442,-84.3694
Fort Loudon,PA,2,1,39.9219,-77.9073
Fort Lupton,CO,0,1,40.0827,-104.8068
Fort Madison,IA,3,0,40.6207,-91.3509
Fort Meade,MD,0,1,39.1061,-76.7437
Fort Mill,SC,133,230,35.0061,-80.9389
Fort Myers,FL,11,7,26.6194,-81.8302
Fort Oglethorpe,GA,0,2,34.9318,-85.246
Fort Payne,AL,7,6,34.4559,-85.6965
Fort Pierce,FL,2,7,27.4255,-80.3431
Fort Plain,NY,0,1,42.9316,-74.6278
Fort Recovery,OH,0,5,40.4121,-84.7762
Fort Smith,AR,4,4,35.3495,-94.3695
Fort Valley,GA,5,3,32.552,-83.8817
Fort Walton Beach,FL,0,35,30.4255,-86.6222
Fort Washington,MD,0,1,38.7339,-77.0069
Fort Washington,PA,0,4,40.1408,-75.1926
Fort Wayne,IN,119,220,41.0888,-85.1436
Fort Worth,TX,13,35,32.7817,-97.3474
Forty Fort,PA,1,0,41.2846,-75.869
Fostoria,OH,14,9,41.16,-83.4121
Fountain City,IN,0,1,39.9549,-84.9192
Fountain Hill,PA,1,0,40.6029,-75.3961
Fountain Inn,SC,127,175,34.6989,-82.2005
Fountain Run,KY,1,0,36.7238,-85.9561
Four Oaks,NC,22,6,35.4449,-78.4159
Fowler,IN,1,0,40.617,-87.3185
Fowlerville,MI,3,4,42.6596,-84.0743
Frackville,PA,4,11,40.7833,-76.2329
Framingham,MA,3,6,42.3085,-71.4368
Francesville,IN,2,0,40.9853,-86.8834
Frankford,DE,2,3,38.5215,-75.2342
Frankfort,IN,18,10,40.281,-86.5212
Frankfort,KY,99,38,38.1924,-84.8643
Franklin,GA,1,2,33.2797,-85.0985
Franklin,IN,45,102,39.4948,-86.0544
Franklin,KY,25,29,36.7177,-86.5595
Franklin,NC,3,7,35.1798,-83.3809
Franklin,NH,2,3,43.4499,-71.6691
Franklin,OH,23,8,39.5538,-84.2952
Franklin,PA,2,8,41.3936,-79.8425
Franklin,TN,3,7,35.92,-86.8516
Franklin,VA,52,67,36.6831,-76.9386
Franklin,WV,1,0,38.6452,-79.3332
Franklin Furnace,OH,4,5,38.6114,-82.8439
Franklin Park,IL,4,2,41.9361,-87.8794
Franklinton,LA,2,1,30.848,-90.1459
Franklinton,NC,4,2,36.1012,-78.4551
Franklinville,NC,0,1,35.7421,-79.6893
Fraser,MI,4,0,42.5388,-82.9496
Frazer,PA,0,1,40.0374,-75.556
Frazeysburg,OH,1,3,40.1191,-82.1177
Frederick,CO,0,1,40.1088,-104.9701
Frederick,MD,27,95,39.4337,-77.4141
Fredericksburg,IA,1,0,42.9648,-92.1965
Fredericksburg,IN,1,0,38.4353,-86.197
Fredericksburg,OH,1,5,40.677,-81.8697
Fredericksburg,PA,11,42,40.4441,-76.4377
Fredericksburg,VA,32,128,38.2992,-77.4872
Fredonia,NY,45,12,42.4407,-79.3319
Fredonia,PA,1,0,41.3219,-80.2581
Freedom,PA,3,7,40.6848,-80.2532
Freeland,MI,1,1,43.5198,-84.1124
Freeland,PA,0,3,41.0212,-75.8963
Freeport,FL,0,1,30.5039,-86.1391
Freeport,IL,2,1,42.2891,-89.6346
Freeport,NY,2,1,40.6515,-73.585
Freeport,TX,1,2,28.9453,-95.3601
Fremont,IN,7,2,41.728,-84.9396
Fremont,MI,1,1,43.4633,-85.9537
Fremont,OH,103,30,41.3535,-83.1147
French Lick,IN,5,0,38.5462,-86.6202
Frenchtown,NJ,0,2,40.5272,-75.0571
Fresno,TX,0,1,29.5357,-95.4696
Fridley,MN,0,1,45.0841,-93.2595
Friedens,PA,1,0,40.0449,-79.0028
Friendly,WV,6,9,39.5137,-81.0618
Friendsville,TN,0,1,35.7563,-84.1319
Fries,VA,1,0,36.714,-80.9752
Friesland,WI,1,0,43.5886,-89.067
Frisco,NC,0,1,35.2437,-75.6018
Frisco,TX,0,1,33.156,-96.8216
Frisco City,AL,2,0,31.4353,-87.4037
Frohna,MO,1,0,37.6375,-89.6197
Front Royal,VA,3,57,38.926,-78.1838
Frontenac,KS,1,0,37.4581,-94.7012
Frostburg,MD,2,4,39.6506,-78.9269
Frostproof,FL,1,0,27.7494,-81.5252
Fruitland,MD,2,6,38.3214,-75.6246
Fulton,KY,4,0,36.5145,-88.882
Fulton,MD,0,1,39.1516,-76.9163
Fulton,MO,3,2,38.8551,-91.951
Fulton,MS,0,1,34.2616,-88.4021
Fulton,NY,7,35,43.3171,-76.4167
Fultonville,NY,100,3,42.9463,-74.3704
Fuquay-Varina,NC,7,7,35.5953,-78.7778
Fyffe,AL,1,0,34.449,-85.9052
Gadsden,AL,4,214,34.0086,-86.0157
Gaffney,SC,74,47,35.0743,-81.6552
Gahanna,OH,3,3,40.0251,-82.8637
Gainesboro,TN,1,1,36.3617,-85.6496
Gainesville,FL,1,1,29.6804,-82.3459
Gainesville,GA,58,29,34.2902,-83.8294
Gainesville,MO,1,0,36.6063,-92.4245
Gainesville,TX,2,1,33.639,-97.1487
Gainesville,VA,0,2,38.7931,-77.6347
Gaithersburg,MD,0,28,39.1346,-77.2131
Galax,VA,25,10,36.666,-80.9176
Galesburg,IL,0,1,40.9506,-90.3763
Galesburg,MI,0,2,42.2911,-85.4182
Galion,OH,9,0,40.7385,-82.7792
Gallatin,TN,50,44,36.3782,-86.4698
Gallaway,TN,0,1,35.3272,-89.608
Gallipolis,OH,4,4,38.8186,-82.1934
Galva,IL,0,1,41.1689,-90.0375
Gamaliel,KY,2,0,36.6402,-85.7963
Gambrills,MD,1,3,39.0927,-76.6511
Gap,PA,0,2,39.9888,-76.0212
Garden City,GA,24,21,32.0867,-81.1773
Garden City,KS,1,0,37.9753,-100.8527
Garden City,MI,0,7,42.3244,-83.3412
Garden City,NY,1,2,40.7266,-73.6447
Gardiner,ME,0,2,44.191,-69.7921
Gardner,KS,0,1,38.8122,-94.9275
Gardner,MA,11,11,42.5845,-71.9868
Gardners,PA,2,0,40.0063,-77.2084
Garfield,NJ,13,14,40.8791,-74.1085
Garfield Heights,OH,5,1,41.4199,-81.6038
Garland,TX,1,0,32.91,-96.6304
Garner,NC,50,113,35.6936,-78.6181
Garrett,IN,2,1,41.3527,-85.1237
Garrettsville,OH,3,1,41.2844,-81.0932
Garrison,MD,0,1,39.4023,-76.7514
Gary,IN,5,6,41.5905,-87.3473
Garysburg,NC,63,31,36.4479,-77.5603
Gas City,IN,2,9,40.4887,-85.5944
Gasport,NY,0,2,43.1938,-78.5762
Gaston,NC,0,1,36.4965,-77.6449
Gaston,SC,134,20,33.818,-81.0997
Gastonia,NC,81,203,35.2494,-81.1854
Gatesville,NC,3,0,36.4072,-76.7566
Gatlinburg,TN,0,1,35.725,-83.4938
Gaylord,MI,0,1,45.0208,-84.6809
Geneva,IL,0,3,41.8833,-88.3242
Geneva,IN,14,0,40.5975,-84.9568
Geneva,NY,20,9,42.8645,-76.9826
Geneva,OH,1,1,41.8007,-80.9461
Genoa,IL,1,0,42.0926,-88.6964
Georgetown,DE,3,8,38.6894,-75.3872
Georgetown,KY,6,11,38.2247,-84.5487
Georgetown,SC,48,27,33.3594,-79.2958
Georgetown,TX,0,1,30.666,-97.6966
Gerald,MO,5,0,38.3992,-91.3305
Germantown,MD,0,6,39.1755,-77.2643
Germantown,TN,0,1,35.0829,-89.7824
Germantown,WI,0,3,43.2343,-88.1217
Gettysburg,PA,6,8,39.8304,-77.2339
Ghent,KY,48,10,38.734,-85.0614
Ghent,WV,1,1,37.6221,-81.1057
Gibbstown,NJ,2,2,39.8233,-75.2782
Gibraltar,MI,4,0,42.096,-83.2029
Gibson City,IL,1,2,40.4665,-88.3788
Gibsonia,PA,0,3,40.6322,-79.9684
Gibsonville,NC,1,0,36.0993,-79.5415
Giddings,TX,0,1,30.1833,-96.9279
Gilbert,SC,2,3,33.9245,-81.3928
Gilbert,WV,0,1,37.6142,-81.8689
Gillett,WI,1,0,44.8897,-88.3063
Gillsville,GA,1,0,34.3085,-83.6352
Girard,OH,2,0,41.1665,-80.6963
Girard,PA,2,1,42.0042,-80.3192
Girdletree,MD,0,1,38.0989,-75.4003
Glade Spring,VA,0,1,36.7899,-81.7726
Gladwin,MI,2,3,43.9837,-84.4876
Glasgow,KY,112,3,37.0048,-85.9263
Glasgow,VA,4,3,37.6348,-79.4514
Glassboro,NJ,4,7,39.7014,-75.1113
Glassport,PA,0,1,40.3261,-79.8861
Gleason,TN,6,0,36.2174,-88.6107
Glen Allen,VA,1,78,37.666,-77.4838
Glen Burnie,MD,4,32,39.156,-76.6071
Glen Dale,WV,13,4,39.9466,-80.7565
Glen Lyn,VA,0,3,37.3727,-80.858
Glen Rock,NJ,0,1,40.9601,-74.125
Glen Rock,PA,2,24,39.7935,-76.7307
Glenarden,MD,0,1,38.9294,-76.8577
Glencoe,MN,0,1,44.7699,-94.151
Glendale Heights,IL,0,2,41.9196,-88.0785
Glenford,OH,0,1,39.8863,-82.3201
Glenmoore,PA,1,2,40.0868,-75.782
Glenn Dale,MD,0,5,38.9833,-76.804
Glennville,GA,3,3,31.9379,-81.9305
Glenolden,PA,0,1,39.8996,-75.2919
Glens Falls,NY,37,39,43.3109,-73.6458
Glenshaw,PA,0,2,40.5391,-79.9735
Glenvar,VA,0,2,37.276,-80.1257
Glenview,IL,1,0,42.0825,-87.8214
Glenville,WV,1,3,38.9379,-80.834
Glenwillow,OH,1,2,41.3608,-81.4727
Gloster,MS,1,0,31.1951,-91.0176
Gloucester,MA,1,2,42.626,-70.6897
Gloucester City,NJ,6,3,39.8924,-75.1172
Gloucester Point,VA,0,11,37.2767,-76.5043
Gloversville,NY,12,25,43.0491,-74.3465
Gnadenhutten,OH,3,1,40.3598,-81.4289
Godfrey,IL,1,0,38.9577,-90.2156
Godwin,NC,1,1,35.2134,-78.677
Gold Hill,NC,5,3,35.5254,-80.3452
Golden Valley,MN,0,1,44.9901,-93.3591
Goldsboro,MD,0,1,39.0316,-75.7821
Goldsboro,NC,87,177,35.3778,-77.9717
Goldston,NC,0,1,35.5929,-79.3286
Gonzales,LA,0,1,30.2132,-90.9234
Goodlettsville,TN,1,18,36.333,-86.7026
Goose Creek,SC,158,158,32.9927,-80.0055
Gordon,GA,3,1,32.8866,-83.3349
Gordon,PA,0,2,40.7502,-76.3398
Gordonsville,TN,5,1,36.1817,-85.9324
Gordonsville,VA,7,46,38.136,-78.1879
Goshen,IN,11,16,41.5743,-85.8309
Gouldsboro,PA,5,1,41.2429,-75.4449
Grabill,IN,1,9,41.2094,-84.9681
Grafton,OH,1,2,41.2809,-82.038
Grafton,WV,14,8,39.3409,-80.0162
Graham,NC,46,20,36.0589,-79.3894
Granby,MO,1,0,36.918,-94.2607
Grand Blanc,MI,1,2,42.9258,-83.6181
Grand Haven,MI,5,1,43.0553,-86.2201
Grand Junction,TN,1,0,35.05,-89.1889
Grand Ledge,MI,0,3,42.7534,-84.7448
Grand Prairie,TX,6,7,32.6871,-97.0208
Grand Rapids,MI,55,56,42.9619,-85.6562
Grand Rapids,OH,3,0,41.4078,-83.868
