city,state,pickup_count,delivery_count,latitude,longitude
Brook Park,OH,12,24,41.4036,-81.8219
Brookfield,IL,3,0,41.8245,-87.847
Brookfield,MO,0,1,39.7853,-93.0772
Brookfield,WI,0,2,43.064,-88.1231
Brookfield Center,OH,1,0,41.2384,-80.5548
Brookhaven,MS,1,8,31.5803,-90.4432
Brooklet,GA,3,2,32.3897,-81.6668
Brooklyn,NY,33,24,40.6501,-73.9496
Brooklyn,OH,6,3,41.4349,-81.7497
Brooklyn Heights,OH,8,5,41.418,-81.6681
Brooklyn Park,MN,2,0,45.1112,-93.3505
Brooks,KY,2,1,38.0656,-85.7177
Brookston,TX,1,0,33.6232,-95.7001
Brooksville,FL,2,1,28.5404,-82.3903
Brookville,IN,10,10,39.4231,-85.0105
Brookville,OH,2,3,39.8393,-84.4176
Brookville,PA,13,10,41.1615,-79.0827
Brown Deer,WI,1,0,43.1743,-87.975
Browns Mills,NJ,1,0,39.9737,-74.569
Brownsburg,IN,40,37,39.8337,-86.383
Brownstown,IN,1,0,38.879,-86.0478
Brownsville,PA,0,7,40.0188,-79.8912
Brownsville,TN,8,17,35.589,-89.2578
Brownsville,TX,0,1,25.9975,-97.458
Brownsville,WI,3,0,43.6147,-88.4953
Brownwood,TX,1,0,31.7127,-98.9767
Bruce,MS,2,0,33.9909,-89.3454
Bruceton Mills,WV,0,1,39.6594,-79.6406
Brundidge,AL,3,0,31.7182,-85.8178
Brunswick,GA,1,7,31.1449,-81.4746
Brunswick,OH,2,5,41.2465,-81.8198
Brushton,NY,0,1,44.8308,-74.5117
Bryan,OH,2,16,41.4706,-84.5483
Bryant,AR,0,2,34.6152,-92.4914
Bryson City,NC,6,1,35.4262,-83.4475
Buchanan,GA,2,1,33.803,-85.1804
Buchanan,MI,2,2,41.8283,-86.3656
Buchanan,NY,0,1,41.2642,-73.9468
Buckhannon,WV,8,12,38.9927,-80.2281
Buckner,KY,19,6,38.3903,-85.4535
Bucks,AL,1,0,31.0169,-88.0249
Bucyrus,OH,4,116,40.8054,-82.9719
Budd Lake,NJ,9,0,40.8733,-74.7375
Buena Vista,GA,6,5,32.3188,-84.5177
Buena Vista,VA,3,21,37.7319,-79.3568
Buffalo,NY,133,151,42.9018,-78.8487
Buffalo,SC,1,0,34.7244,-81.6844
Buford,GA,16,72,34.1192,-83.9903
Bulls Gap,TN,10,0,36.2615,-83.0788
Bunnell,FL,1,0,29.4193,-81.3231
Burgaw,NC,35,10,34.5509,-77.9224
Burgettstown,PA,58,4,40.3814,-80.3926
Burlington,IA,1,1,40.8071,-91.1247
Burlington,KY,1,0,39.0223,-84.7217
Burlington,NC,49,122,36.076,-79.4685
Burlington,VT,0,2,44.4876,-73.2316
Burlington,WI,3,0,42.6744,-88.2721
Burlington,WV,0,1,39.337,-78.9223
Burlington Flats,NY,1,0,42.7404,-75.1843
Burnham,PA,3,1,40.6352,-77.5631
Burns,TN,1,1,36.0508,-87.2984
Burns Harbor,IN,5,3,41.6187,-87.1257
Burnside,KY,4,1,37.0042,-84.6489
Burnsville,MN,1,1,44.7648,-93.2793
Burnsville,MS,3,0,34.8348,-88.3177
Burnsville,NC,6,3,35.9163,-82.2977
Burton,OH,1,3,41.4708,-81.1456
Butler,GA,0,1,32.557,-84.2377
Butler,IN,33,2,41.4274,-84.8721
Butler,KY,1,0,38.7877,-84.372
Butler,NJ,0,1,40.999,-74.3472
Butler,PA,155,20,40.8616,-79.8962
Butler,WI,0,4,43.1084,-88.0713
Butner,NC,6,56,36.1285,-78.7501
Buxton,NC,0,3,35.2511,-75.5475
Byesville,OH,13,2,39.9733,-81.5459
Byhalia,MS,7,7,34.869,-89.689
Byron,GA,0,1,32.6476,-83.7539
Byron Center,MI,5,4,42.8121,-85.7279
CALAIS,ME,2,9,45.134,-67.224
CARIBOU,ME,0,2,46.8662,-67.992
Cabool,MO,0,1,37.1262,-92.1032
Cadillac,MI,2,2,44.2493,-85.4164
Cadiz,KY,2,0,36.8695,-87.8048
Cadiz,OH,0,2,40.2644,-80.998
Cairo,GA,2,1,30.879,-84.205
Cairo,IL,1,0,37.0062,-89.1819
Cairo,MO,0,1,39.5112,-92.4411
Calabash,NC,0,2,33.8957,-78.5514
Caldwell,OH,3,2,39.7468,-81.5127
Caledonia,MI,2,7,42.7945,-85.5153
Caledonia,MN,1,0,43.6344,-91.5009
Caledonia,OH,17,1,40.6364,-82.9695
Calera,AL,0,9,33.1254,-86.7449
Calhoun,GA,42,22,34.491,-84.9386
Calhoun,KY,8,1,37.5411,-87.2596
Calhoun,TN,5,4,35.2993,-84.7472
Calhoun Falls,SC,0,5,34.0933,-82.5963
Califon,NJ,0,1,40.7193,-74.8371
Callery,PA,0,1,40.7393,-80.0379
Calumet Park,IL,1,0,41.665,-87.6577
Calvert,AL,2,0,31.154,-88.0169
Calvert City,KY,10,3,37.0294,-88.3602
Calverton,NY,1,2,40.9138,-72.766
Camanche,IA,1,0,41.7923,-90.277
Cambria,WI,1,0,43.5416,-89.1108
Cambridge,MA,0,5,42.3759,-71.1185
Cambridge,MD,611,42,38.5515,-76.0787
Cambridge,MN,0,1,45.5612,-93.2283
Cambridge,OH,12,30,40.0221,-81.5869
Cambridge,PA,3,1,40.0804,-75.9439
Cambridge City,IN,0,1,39.8125,-85.1703
Cambridge Springs,PA,1,4,41.802,-80.0598
Camden,DE,0,1,39.099,-75.5571
Camden,MI,4,0,41.755,-84.7562
Camden,NC,0,1,36.325,-76.17
Camden,NJ,231,34,39.9361,-75.1073
Camden,OH,4,1,39.6372,-84.6446
Camden,SC,15,15,34.257,-80.609
Camden,TN,9,4,36.0663,-88.1047
Cameron,MO,1,0,39.7444,-94.2329
Cameron,SC,0,1,33.558,-80.715
Camp Dennison,OH,0,1,39.1933,-84.2899
Camp Hill,PA,22,37,40.2422,-76.9274
Camp Springs,MD,0,1,38.8052,-76.9199
Campbell Hill,IL,1,0,37.9305,-89.5515
Campbellsburg,IN,0,1,38.6514,-86.2613
Campbellsport,WI,0,1,43.5975,-88.2814
Campbellsville,KY,1,3,37.3445,-85.3511
Campobello,SC,0,2,35.126,-82.1488
Canaan,CT,2,2,42.0347,-73.3322
Canal Fulton,OH,1,3,40.8895,-81.5882
Canal Winchester,OH,1,120,39.8437,-82.8126
Canastota,NY,21,8,43.0836,-75.7559
Candor,NC,2,20,35.2964,-79.7323
Canfield,OH,1,4,41.0291,-80.7698
Cannelburg,IN,0,1,38.668,-86.9977
Canon,GA,1,0,34.3455,-83.1107
Canonsburg,PA,6,132,40.2643,-80.1867
Canton,GA,0,1,34.2467,-84.4897
Canton,MS,1,0,32.5975,-90.0317
Canton,NC,11,4,35.5516,-82.8407
Canton,OH,64,49,40.8078,-81.3676
Canton,SD,0,1,43.3032,-96.5848
Canton,TX,0,1,32.5546,-95.8641
Cape Canaveral,FL,2,0,28.3933,-80.6049
Cape Charles,VA,2,2,37.257,-76.0093
Cape Coral,FL,104,100,26.6443,-81.9957
Cape Girardeau,MO,2,1,37.3109,-89.5597
Cape May,NJ,0,56,38.9409,-74.9042
Cape May Court House,NJ,1,0,39.0788,-74.8205
Capitol Heights,MD,37,50,38.8765,-76.9075
Carbondale,IL,7,0,37.7221,-89.2237
Carbondale,PA,8,2,41.5714,-75.5048
Carey,OH,103,7,40.9497,-83.3831
Carleton,MI,2,0,42.0572,-83.3899
Carlisle,AR,1,0,34.7947,-91.7361
Carlisle,IA,2,0,41.5118,-93.495
Carlisle,OH,21,1,39.5807,-84.3201
Carlisle,PA,192,397,40.2,-77.2034
Carlisle,SC,0,1,34.5921,-81.4645
Carlstadt,NJ,20,71,40.8247,-74.0613
Carmel,IN,9,4,39.965,-86.146
Carmi,IL,10,2,38.0861,-88.1722
Carmichaels,PA,8,0,39.8977,-79.9749
Carnegie,PA,4,9,40.408,-80.0861
Carnesville,GA,0,1,34.3729,-83.2328
Caro,MI,0,2,43.4891,-83.4025
Carol Stream,IL,11,2,41.9181,-88.1307
Carpentersville,IL,0,1,42.1227,-88.2896
Carrboro,NC,0,1,35.9259,-79.0878
Carrington,ND,0,1,47.452,-99.1307
Carroll,IA,1,0,42.0699,-94.8646
Carrollton,GA,11,18,33.5818,-85.0838
Carrollton,KY,10,9,38.6799,-85.1658
Carrollton,MO,1,0,39.3636,-93.4955
Carrollton,OH,2,8,40.5787,-81.0907
Carrollton,TX,0,1,32.989,-96.8999
Carteret,NJ,53,46,40.5849,-74.2284
Cartersville,GA,122,36,34.1644,-84.8009
Carthage,MO,2,1,37.1503,-94.3225
Carthage,NC,0,1,35.3224,-79.4114
Carthage,NY,19,10,43.9837,-75.6021
Carthage,TN,0,2,36.2566,-85.943
Cary,NC,5,28,35.7819,-78.8195
Caryville,TN,1,0,36.3252,-84.2199
Cashiers,NC,0,1,35.1066,-83.0971
Cassopolis,MI,0,1,41.9116,-86.0085
Castalia,NC,0,1,36.0823,-78.0576
Castalia,OH,0,1,41.4011,-82.808
Castle Hayne,NC,0,7,34.3583,-77.9114
Castleton-on-Hudson,NY,1,7,42.5332,-73.7491
Castlewood,SD,0,1,44.7242,-97.0309
Castlewood,VA,1,0,36.8782,-82.2879
Castorland,NY,1,0,43.8862,-75.5164
Catawba,NC,17,56,35.7095,-81.0668
Catawba,SC,168,4,34.8464,-80.9061
Catawissa,PA,6,0,40.9531,-76.4604
Catlett,VA,0,2,38.654,-77.637
Catonsville,MD,0,1,39.2646,-76.7424
Catoosa,OK,0,2,36.1834,-95.768
Cave City,KY,1,1,37.14,-85.9646
Cave Spring,VA,0,1,37.2254,-80.0072
Cavetown,MD,1,0,39.6426,-77.5933
Cayce,SC,6,16,33.9459,-81.0429
Cayuga,IN,6,0,39.9474,-87.4644
Cedar Bluff,VA,0,5,37.0876,-81.7633
Cedar Falls,IA,0,3,42.5195,-92.4536
Cedar Hill,TX,0,1,32.581,-96.9591
Cedar Point,NC,0,1,34.6861,-77.0833
Cedar Rapids,IA,9,2,41.9662,-91.6783
Cedar Springs,GA,1,0,31.1873,-85.0324
Cedar Springs,MI,3,0,43.2201,-85.5535
Cedartown,GA,4,7,34.0223,-85.2479
Celina,OH,10,6,40.555,-84.5626
Celina,TN,0,1,36.5469,-85.5043
Celina,TX,0,1,33.3154,-96.7941
Center,TX,1,0,31.793,-94.1795
Centerburg,OH,2,0,40.3038,-82.6976
Centerville,IN,0,3,39.8321,-84.9922
Centerville,LA,0,1,29.7558,-91.428
Centerville,MN,1,0,45.164,-93.054
Centerville,PA,1,0,40.03,-79.9633
Centerville,TN,1,1,35.8042,-87.4577
Central,SC,0,1,34.7235,-82.7788
Central Bridge,NY,2,0,42.711,-74.3452
Central City,KY,2,3,37.2963,-87.128
Central Falls,RI,1,0,41.8901,-71.3934
Central Islip,NY,0,4,40.7836,-73.1945
Central Square,NY,0,1,43.286,-76.1419
Centralia,IL,8,3,38.5224,-89.1232
Centralia,MO,0,1,39.2105,-92.1342
Centre,AL,1,0,34.1537,-85.6689
Centre Hall,PA,0,2,40.8448,-77.685
Centreville,MD,8,7,39.042,-76.063
Centreville,MI,0,1,41.9213,-85.5259
Centreville,VA,0,1,38.839,-77.4389
Chadbourn,NC,1,7,34.3251,-78.825
Chalfont,PA,6,9,40.2893,-75.2095
Chalmers,IN,0,1,40.6624,-86.8679
Chambersburg,PA,74,132,39.9315,-77.6556
Chamblee,GA,0,2,33.8842,-84.3007
Chamois,MO,0,1,38.6763,-91.77
Champaign,IL,4,3,40.1142,-88.2737
Chandler,IN,1,0,38.0373,-87.3739
Chanhassen,MN,1,0,44.8546,-93.5621
Channahon,IL,2,0,41.421,-88.2599
Channelview,TX,2,0,29.7914,-95.1144
Chantilly,VA,2,43,38.8868,-77.4453
Chapel Hill,NC,0,4,35.9271,-79.0391
Chapel Hill,TN,1,0,35.6283,-86.697
Chapin,IL,0,1,39.7669,-90.4027
Chapin,SC,0,3,34.165,-81.3446
Chardon,OH,10,7,41.5798,-81.207
Chariton,IA,0,2,41.0175,-93.3097
Charleroi,PA,5,13,40.1384,-79.9002
Charles City,VA,2,8,37.344,-77.0687
Charles Town,WV,0,4,39.2746,-77.8631
Charleston,IL,2,3,39.4842,-88.1781
Charleston,SC,142,108,32.8168,-79.9687
Charleston,TN,3,0,35.2862,-84.7611
Charleston,WV,7,30,38.3484,-81.6322
Charlestown,IN,8,6,38.427,-85.6677
Charlestown,MD,0,1,39.5783,-75.9812
Charlevoix,MI,4,0,45.3137,-85.2558
Charlotte,MI,1,7,42.5662,-84.8304
Charlotte,NC,2902,2855,35.2083,-80.8303
Charlotte Court House,VA,2,0,37.0563,-78.6377
Charlotte Hall,MD,1,2,38.4667,-76.7848
Charlottesville,VA,1,17,38.0375,-78.4855
Chase,KS,1,0,38.3551,-98.3489
Chase City,VA,4,2,36.7998,-78.461
Chaska,MN,0,1,44.8164,-93.6091
Chatham,VA,10,6,36.8185,-79.3967
Chatsworth,GA,26,9,34.7808,-84.7835
Chatsworth,IL,1,0,40.7293,-88.2974
Chattanooga,TN,126,113,35.066,-85.2481
Chattanooga Valley,GA,0,1,34.9241,-85.3431
Cheboygan,MI,1,0,45.641,-84.4687
Chelsea,MA,0,3,42.3959,-71.0325
Chelsea,MI,8,2,42.3132,-84.0188
Cheraw,SC,185,111,34.6956,-79.9084
Cherokee,AL,3,1,34.7577,-87.967
Cherokee,NC,0,5,35.486,-83.3011
Cherry Valley,AR,0,2,35.4028,-90.7536
Cherryville,NC,23,21,35.3844,-81.3781
Chesapeake,VA,166,158,36.6778,-76.3023
Cheshire,OH,5,0,38.9502,-82.113
Chesnee,SC,2,23,35.1461,-81.863
Chester,MD,0,1,38.9677,-76.2824
Chester,NY,21,32,41.357,-74.2768
Chester,PA,21,17,39.8456,-75.3718
Chester,SC,106,46,34.7051,-81.2132
Chester,VA,121,75,37.3531,-77.4342
Chester,WV,1,0,40.6129,-80.5628
Chesterfield,MO,2,1,38.6589,-90.5803
Chesterfield,SC,1,0,34.733,-80.0778
Chesterland,OH,0,4,41.5269,-81.3545
Chesterton,IN,1,1,41.5997,-87.055
Chestertown,MD,6,15,39.2182,-76.0714
Cheswick,PA,10,82,40.5428,-79.8013
Cheverly,MD,4,3,38.9254,-76.9141
Cheyenne,WY,4,1,41.135,-104.7902
Chicago,IL,41,24,41.8375,-87.6866
Chicago Heights,IL,8,3,41.51,-87.6345
Chickamauga,GA,2,0,34.8753,-85.2885
Chicopee,MA,18,8,42.1764,-72.5719
Chicora,PA,0,3,40.9505,-79.7401
Chiefland,FL,0,2,29.4923,-82.8682
Childersburg,AL,4,0,33.2962,-86.3456
Childress,TX,0,1,34.4293,-100.2516
Chilhowie,VA,2,2,36.8009,-81.6832
Chillicothe,IL,0,1,40.9158,-89.502
Chillicothe,OH,17,17,39.3393,-82.9939
Chilton,WI,1,1,44.0293,-88.1625
China Grove,NC,2,22,35.572,-80.5791
Chipley,FL,1,0,30.7752,-85.5406
Chippewa Falls,WI,2,1,44.9358,-91.3902
Chocowinity,NC,3,3,35.5148,-77.1017
Christiansburg,VA,2,5,37.1406,-80.4036
Church Hill,TN,76,16,36.5204,-82.7151
Churchville,NY,30,1,43.1034,-77.8825
Churubusco,IN,1,1,41.231,-85.3197
Cicero,IL,1,1,41.8445,-87.7593
Cincinnati,OH,300,173,39.1413,-84.506
Circle Pines,MN,1,0,45.1409,-93.1505
Circleville,OH,28,36,39.6063,-82.9334
Clanton,AL,0,3,32.8444,-86.6233
Clare,MI,2,3,43.8259,-84.763
Claremont,NC,51,35,35.7104,-81.1532
Claremont,NH,0,5,43.379,-72.3368
Claremore,OK,1,0,36.3146,-95.6095
Clarence,PA,1,1,41.0466,-77.9507
Clarence Center,NY,0,1,43.0085,-78.6309
Clarinda,IA,1,1,40.7377,-95.0338
Clarington,OH,2,1,39.7763,-80.8647
Clarion,PA,10,1,41.2106,-79.3803
Clarkesville,GA,0,1,34.6103,-83.5284
Clarkrange,TN,0,3,36.1857,-85.0096
Clarks Summit,PA,2,2,41.4902,-75.7065
Clarksburg,MD,0,1,39.2246,-77.2659
Clarksburg,WV,13,11,39.2862,-80.3232
Clarkston,GA,1,0,33.8117,-84.2403
Clarksville,AR,1,2,35.457,-93.4803
Clarksville,IN,1,1,38.322,-85.7673
Clarksville,OH,1,0,39.4016,-83.983
Clarksville,TN,72,66,36.5692,-87.3413
Clarksville,VA,2,6,36.6171,-78.5638
Clarkton,NC,17,6,34.4891,-78.6559
Claxton,GA,4,0,32.1613,-81.9094
Claymont,DE,2,10,39.8032,-75.4607
Claypool,IN,2,0,41.1306,-85.8826
Claysburg,PA,19,31,40.2915,-78.4514
Clayton,DE,2,0,39.2849,-75.6366
Clayton,GA,0,1,34.8775,-83.4027
Clayton,IN,15,10,39.6892,-86.5234
Clayton,NC,34,140,35.659,-78.4498
Clayton,NJ,1,0,39.6627,-75.0782
Clayton,OH,2,6,39.8689,-84.3292
Clayville,NY,0,1,42.9748,-75.2489
Clear Lake,WI,1,0,45.2491,-92.2675
Clear Spring,MD,0,1,39.6562,-77.9304
Clearfield,PA,3,2,41.0216,-78.439
Clearville,PA,1,0,39.9168,-78.3839
Clearwater,FL,5,3,27.979,-82.7623
Clearwater,KS,1,0,37.5096,-97.4975
Clearwater,SC,0,2,33.5038,-81.91
Cleburne,TX,6,1,32.3568,-97.4151
Clementon,NJ,0,1,39.8046,-74.985
Clemmons,NC,3,29,36.0319,-80.3861
Clemson,SC,1,2,34.6837,-82.8124
Clermont,FL,1,4,28.5325,-81.7208
Cleveland,GA,3,5,34.597,-83.7622
Cleveland,MS,0,1,33.744,-90.7285
Cleveland,NC,4,23,35.7331,-80.6817
Cleveland,OH,120,159,41.4764,-81.6805
Cleveland,TN,65,114,35.1817,-84.8707
Cleves,OH,1,1,39.1635,-84.7468
Clewiston,FL,2,1,26.7529,-80.9399
Clifton,NJ,17,57,40.863,-74.1575
Clifton Forge,VA,5,1,37.8232,-79.825
Clifton Hill,MO,0,1,39.4387,-92.6642
Clinton,IA,1,1,41.8435,-90.2412
Clinton,IL,0,1,40.1468,-88.9633
Clinton,IN,1,4,39.6608,-87.4045
Clinton,KY,0,1,36.6663,-88.9938
Clinton,MO,2,0,38.3716,-93.7679
Clinton,MS,2,1,32.354,-90.3403
Clinton,NC,184,50,35.0004,-78.3313
Clinton,PA,8,6,40.4923,-80.297
Clinton,SC,42,9,34.4781,-81.8638
Clinton,TN,9,13,36.0981,-84.1283
Clintonville,WI,4,1,44.6222,-88.7513
Clio,SC,1,1,34.5791,-79.5461
Clive,IA,1,0,41.6147,-93.798
Cloquet,MN,1,0,46.7221,-92.4923
Closter,NJ,3,1,40.9733,-73.9604
Clover,SC,5,15,35.1125,-81.2202
Clover,VA,2,1,36.8389,-78.7284
Cloverdale,VA,3,1,37.3566,-79.9055
Clyde,NC,0,1,35.533,-82.9108
Clyde,NY,0,1,43.0839,-76.8707
Clyde,OH,45,24,41.3044,-82.9781
Clyman,WI,1,0,43.3116,-88.7232
Coal Center,PA,1,6,40.07,-79.9009
Coal City,IL,3,1,41.2772,-88.2803
Coal City,WV,0,1,37.6776,-81.218
Coalmont,TN,1,0,35.3458,-85.7113
Coatesville,PA,66,25,39.9849,-75.82
Coats,NC,4,1,35.407,-78.6684
Cochranton,PA,2,6,41.5191,-80.047
Cockeysville,MD,23,16,39.4804,-76.6294
Cocoa,FL,0,1,28.382,-80.7675
Coconut Creek,FL,1,0,26.2803,-80.1842
Coeburn,VA,2,1,36.9444,-82.4698
Cofield,NC,8,4,36.3567,-76.9106
Cohoes,NY,32,6,42.7732,-73.7077
Cohutta,GA,1,0,34.9539,-84.9592
Cold Spring,KY,1,0,39.013,-84.435
Cold Spring,MN,6,3,45.457,-94.4297
Coldwater,MI,9,12,41.9465,-84.9989
Coldwater,OH,6,3,40.4828,-84.6321
Coleman,MI,3,0,43.7588,-84.5869
Coleman,TX,0,1,31.8317,-99.4223
College Park,GA,10,29,33.6363,-84.464
Collegedale,TN,3,0,35.0526,-85.0488
Collegeville,PA,2,2,40.1873,-75.4581
Collierville,TN,3,10,35.047,-89.6987
Collins,GA,0,1,32.1794,-82.1103
Collinsville,IL,0,3,38.677,-90.0063
Collinsville,VA,1,2,36.7215,-79.9122
Collinwood,TN,3,1,35.1746,-87.7442
Coloma,MI,2,0,42.1864,-86.3083
Colon,NE,1,0,41.2981,-96.6069
Colonial Heights,VA,7,26,37.265,-77.3969
Colorado Springs,CO,1,0,38.8674,-104.7605
Colquitt,GA,1,0,31.1741,-84.7319
Columbia,KY,1,0,37.1036,-85.3073
Columbia,LA,1,0,32.1026,-92.077
Columbia,MD,10,129,39.2004,-76.859
Columbia,MO,2,6,38.9472,-92.3268
Columbia,MS,3,0,31.2564,-89.8266
Columbia,NC,8,2,35.92,-76.2421
Columbia,NJ,0,1,40.926,-75.0945
Columbia,PA,9,6,40.0347,-76.4944
Columbia,SC,790,628,34.0378,-80.9036
Columbia,TN,13,11,35.6238,-87.0484
Columbia City,IN,25,9,41.1612,-85.4855
Columbiana,AL,1,1,33.193,-86.6114
Columbiana,OH,24,2,40.8872,-80.6757
Columbus,GA,8,11,32.51,-84.8771
Columbus,IN,56,49,39.2093,-85.9183
Columbus,MS,3,5,33.5088,-88.4096
Columbus,NC,3,6,35.2656,-82.1976
Columbus,OH,262,360,39.9862,-82.9855
Columbus,TX,0,1,29.7056,-96.5571
Columbus Grove,OH,1,0,40.9205,-84.0598
Combined Locks,WI,0,2,44.2642,-88.3064
Commack,NY,2,2,40.8435,-73.2833
Commerce,GA,22,24,34.2134,-83.4733
Commerce,TX,0,2,33.2421,-95.8992
Commerce City,CO,0,1,39.8641,-104.843
Comstock Park,MI,0,2,43.0438,-85.6778
Concord,NC,384,547,35.3933,-80.6369
Concord,NH,16,6,43.2305,-71.5595
Concord,VA,0,1,37.3426,-78.9862
Concordia,KS,1,0,39.5669,-97.6467
Concordia,MO,1,1,38.9878,-93.5683
Congers,NY,0,2,41.1491,-73.9457
Conley,GA,0,3,33.6399,-84.3376
Conneaut,OH,5,1,41.9275,-80.5685
Connellsville,PA,4,5,40.0161,-79.5893
Connelly Springs,NC,1,3,35.755,-81.4971
Connersville,IN,3,8,39.6582,-85.141
Conover,NC,120,76,35.7154,-81.2174
Conrad,IA,1,0,42.2234,-92.8741
Conroe,TX,1,1,30.3238,-95.4824
Conshohocken,PA,5,7,40.0772,-75.3034
Constantine,MI,6,0,41.8378,-85.665
Converse,TX,1,0,29.5091,-98.3084
Conway,AR,6,3,35.0753,-92.4692
Conway,NC,8,9,36.4371,-77.2288
Conway,SC,20,71,33.8401,-79.0431
Conyers,GA,33,29,33.6646,-83.9966
Cookeville,TN,8,16,36.1482,-85.5109
Coon Rapids,MN,0,1,45.1755,-93.3094
Cooperstown,NY,0,2,42.6996,-74.93
Coopersville,MI,2,14,43.0658,-85.9341
Cope,SC,1,0,33.3777,-81.0079
Coppell,TX,3,1,32.9639,-96.9903
Coraopolis,PA,4,76,40.5148,-80.1627
Corbin,KY,15,43,36.9323,-84.1006
Cordele,GA,8,12,31.9563,-83.7694
Cordova,IL,0,1,41.6775,-90.3218
Cordova,NC,241,186,34.9103,-79.8119
Corfu,NY,1,0,42.9611,-78.4028
Corinth,MS,5,1,34.9474,-88.5143
Cornelia,GA,1,1,34.517,-83.5311
Cornelius,NC,2,13,35.4724,-80.8813
Cornell,WI,1,1,45.1632,-91.1497
Corning,NY,3,2,42.147,-77.0561
Corpus Christi,TX,0,1,27.7254,-97.3767
Corry,PA,12,9,41.9259,-79.6358
Corsicana,TX,1,0,32.0824,-96.4665
Cortland,NY,4,10,42.6004,-76.1784
Cortland,OH,2,1,41.3319,-80.7195
Corunna,MI,0,1,42.9837,-84.1162
Corydon,IN,1,2,38.213,-86.1257
Cosby,TN,1,0,35.7952,-83.2457
Coshocton,OH,18,7,40.2618,-81.848
Cottage Grove,MN,1,0,44.8161,-92.9274
Cottondale,AL,0,5,33.1923,-87.4543
Cottontown,TN,1,0,36.449,-86.5336
Coudersport,PA,2,0,41.7758,-78.016
Counce,TN,9,1,35.0404,-88.2717
Council Bluffs,IA,3,0,41.2369,-95.8516
Country Club Hills,IL,0,2,41.5636,-87.7251
Country Knolls,NY,1,0,42.9085,-73.807
Courtland,AL,2,0,34.6703,-87.326
Courtland,VA,4,3,36.7123,-77.062
Cove City,NC,3,0,35.189,-77.3206
Covington,GA,32,32,33.6049,-83.8463
Covington,IN,0,1,40.1408,-87.3917
Covington,KY,7,5,39.0334,-84.5166
Covington,OH,5,0,40.1174,-84.3509
Covington,TN,0,3,35.566,-89.6482
Covington,VA,32,9,37.7786,-79.9867
Cowen,WV,0,3,38.411,-80.5542
Cowpens,SC,76,121,35.0186,-81.8041
Coyle,OK,0,1,35.9568,-97.2396
Crab Orchard,TN,2,0,35.9066,-84.8847
Crab Orchard,WV,0,5,37.741,-81.2298
Craigsville,WV,4,2,38.3246,-80.645
Craigville,IN,1,0,40.7784,-85.0908
Crane,IN,1,0,38.8943,-86.9012
Cranford,NJ,6,3,40.6548,-74.3053
Cranston,RI,15,6,41.7658,-71.4858
Crawford,GA,0,1,33.8831,-83.1551
Crawfordsville,AR,2,0,35.2267,-90.3241
Crawfordsville,IN,43,17,40.0428,-86.8976
Cream Ridge,NJ,3,1,40.1326,-74.5348
Creedmoor,NC,2,23,36.1224,-78.6757
Crenshaw,MS,1,0,34.5047,-90.1946
Cresson,PA,1,4,40.4626,-78.5866
Cressona,PA,1,17,40.6304,-76.1939
Crestline,OH,6,2,40.7836,-82.7458
Creston,IA,2,0,41.0598,-94.365
Crestwood,IL,1,0,41.6454,-87.7397
Creswell,NC,1,0,35.8743,-76.4031
Crete,IL,1,0,41.4401,-87.6235
Crewe,VA,1,0,37.1812,-78.1307
Cridersville,OH,0,4,40.6509,-84.1428
Crisfield,MD,2,4,37.984,-75.8512
Crittenden,KY,0,1,38.7755,-84.6137
Crockett,TX,1,0,31.3177,-95.4564
Crofton,MD,0,1,39.0144,-76.68
Crooksville,OH,1,0,39.769,-82.0956
Cross Lanes,WV,0,1,38.4351,-81.7707
Crossville,AL,1,0,34.2852,-85.9996
Crossville,TN,77,14,35.9526,-85.0295
Croswell,MI,9,0,43.2736,-82.6177
Crothersville,IN,6,70,38.7944,-85.8399
Crouse,NC,0,2,35.4214,-81.3027
Crowley,LA,1,0,30.2175,-92.3752
Crowley,TX,1,0,32.5781,-97.3585
Crown Point,IN,0,1,41.4143,-87.3457
Croydon,PA,10,9,40.0911,-74.8975
Crozet,VA,0,1,38.0645,-78.6961
Crystal,MI,2,0,43.2642,-84.9276
Crystal Lake,IL,0,1,42.2333,-88.3351
Crystal Springs,MS,3,0,31.9903,-90.354
Cuba,MO,1,1,38.0671,-91.4057
Cudahy,WI,0,1,42.9467,-87.8641
Cullman,AL,9,17,34.1775,-86.8407
Culloden,WV,3,68,38.4154,-82.0705
Culpeper,VA,2,23,38.4704,-78.0001
Culver,IN,1,0,41.2166,-86.4243
Cumberland,MD,27,18,39.6515,-78.7584
Cumberland,VA,0,1,37.4914,-78.2577
Cumberland City,TN,10,5,36.3828,-87.6403
Cumming,GA,5,9,34.2063,-84.1339
Curtice,OH,0,1,41.616,-83.3743
Curwensville,PA,0,4,40.9735,-78.519
Cutchogue,NY,3,0,41.0168,-72.4871
Cuyahoga Falls,OH,23,8,41.1641,-81.5207
Cuyahoga Heights,OH,4,0,41.435,-81.6562
Cygnet,OH,0,1,41.2407,-83.6437
Cynthiana,KY,0,5,38.386,-84.2992
Cypress,IL,2,0,37.3655,-89.0187
Dacula,GA,1,19,33.9815,-83.8952
Dadeville,AL,0,1,32.8326,-85.7675
Dahlgren,IL,8,0,38.198,-88.6847
Dahlgren,VA,0,2,38.3443,-77.0624
Dahlonega,GA,1,0,34.5311,-83.9804
